qseqid	sseqid	qlen	slen	length	pident	qcovhsp	evalue	bitscore	max_bitscore	norm_bitscore
Unknown_BF302-01R0001_01783	rbz:B9057_10180	407	422	392	55.4	95.3	7.50e-143	418	830.5	0.503
Unknown_BF302-01R0001_01783	sjp:SJA_C1-19450	407	422	409	53.8	99.0	7.50e-143	418	827.4	0.505
Unknown_BF302-01R0001_01783	parj:J4G78_01760	407	423	408	53.2	99.0	7.75e-143	418	827.8	0.505
Unknown_BF302-01R0001_01783	hhd:HBHAL_3687	407	425	386	56.2	93.9	8.29e-143	418	830.1	0.504
Unknown_BF302-01R0001_01783	actt:DDD63_08225	407	423	404	54.2	97.1	7.75e-143	418	822.8	0.508
Unknown_BF302-01R0001_01783	lba:Lebu_1312	407	409	408	52.5	97.8	4.83e-143	418	797.7	0.524
Unknown_BF302-01R0001_01783	kgy:EHF36_06260	407	427	395	55.4	95.1	1.26e-142	417	833.6	0.5
Unknown_BF302-01R0001_01783	boo:E2K80_00310	407	421	407	53.3	99.0	1.03e-142	417	826.6	0.504
Unknown_BF302-01R0001_01783	smic:SmB9_28520	407	425	408	53.2	99.0	1.18e-142	417	834.7	0.5
Unknown_BF302-01R0001_01783	got:AXE85_04950	407	403	392	56.6	94.6	5.58e-143	417	790.0	0.528
Unknown_BF302-01R0001_01783	serw:FY030_03745	407	423	387	56.1	93.9	1.10e-142	417	823.9	0.506
Unknown_BF302-01R0001_01783	nli:G3M70_06280	407	415	404	53.2	98.3	8.39e-143	417	817.8	0.51
Unknown_BF302-01R0001_01783	pbb:AKN87_00055	407	419	392	54.6	94.8	1.36e-142	417	810.4	0.515
Unknown_BF302-01R0001_01783	mpur:MARPU_03385	407	421	415	52.5	99.5	1.46e-142	417	818.9	0.509
Unknown_BF302-01R0001_01783	bpsi:IX83_03645	407	416	398	56.3	94.8	1.23e-142	417	812.0	0.514
Unknown_BF302-01R0001_01783	kci:CKCE_0382	407	416	410	54.1	98.8	1.23e-142	417	812.8	0.513
Unknown_BF302-01R0001_01783	lip:LI0795	407	417	396	55.1	94.3	1.27e-142	417	816.2	0.511
Unknown_BF302-01R0001_01783	dba:Dbac_0200	407	416	396	54.0	96.1	1.23e-142	417	811.6	0.514
Unknown_BF302-01R0001_01783	dhr:LGS26_05045	407	419	393	54.7	95.1	1.36e-142	417	818.1	0.51
Unknown_BF302-01R0001_01783	aia:AWH56_014720	407	422	397	55.2	95.8	1.51e-142	417	827.4	0.504
Unknown_BF302-01R0001_01783	lme:LEUM_1521	407	416	390	55.4	94.1	1.23e-142	417	807.0	0.517
Unknown_BF302-01R0001_01783	cbq:AL705_07100	407	424	394	54.3	94.6	1.61e-142	417	832.8	0.501
Unknown_BF302-01R0001_01783	str:Sterm_2311	407	408	410	53.7	97.5	9.38e-143	417	800.8	0.521
Unknown_BF302-01R0001_01783	tme:Tmel_0626	407	408	394	56.1	95.1	9.38e-143	417	797.7	0.523
Unknown_BF302-01R0001_01783	dbk:DGMP_17310	407	423	400	53.8	96.1	2.21e-142	417	833.2	0.5
Unknown_BF302-01R0001_01783	vij:JNUCC6_09025	407	422	397	55.7	96.1	2.13e-142	417	818.5	0.509
Unknown_BF302-01R0001_01783	pmx:PERMA_1325	407	411	409	56.0	97.8	1.47e-142	417	797.7	0.523
Unknown_BF302-01R0001_01783	tse:THMIRHAS_13780	407	417	406	54.9	97.5	2.56e-142	416	812.8	0.512
Unknown_BF302-01R0001_01783	sphg:AZE99_07330	407	423	408	53.2	99.0	3.13e-142	416	828.2	0.502
Unknown_BF302-01R0001_01783	esi:Exig_2146	407	421	390	55.4	94.6	2.92e-142	416	820.5	0.507
Unknown_BF302-01R0001_01783	alk:ALEK_3342	407	409	400	54.0	94.1	2.76e-142	416	799.7	0.52
Unknown_BF302-01R0001_01783	hyo:NNO_1553	407	406	406	56.2	98.8	2.50e-142	416	784.3	0.53
Unknown_BF302-01R0001_01783	cmed:FE773_01075	407	404	396	54.5	96.3	2.33e-142	416	782.7	0.531
Unknown_BF302-01R0001_01783	dgg:DGI_2128	407	418	396	54.5	96.1	3.75e-142	416	817.4	0.509
Unknown_BF302-01R0001_01783	rsu:NHU_01211	407	421	407	53.6	99.0	4.15e-142	416	823.9	0.505
Unknown_BF302-01R0001_01783	gak:X907_1857	407	425	408	53.9	99.0	4.74e-142	416	828.2	0.502
Unknown_BF302-01R0001_01783	rue:DT065_07045	407	427	406	54.9	95.8	5.07e-142	416	832.8	0.5
Unknown_BF302-01R0001_01783	uam:UABAM_06583	407	419	398	54.0	95.6	3.87e-142	416	817.8	0.509
Unknown_BF302-01R0001_01783	ppet:C9I82_404	407	406	405	52.8	97.8	3.54e-142	416	798.5	0.521
Unknown_BF302-01R0001_01783	fcl:A4G17_04690	407	416	400	56.5	94.1	4.96e-142	416	815.5	0.51
Unknown_BF302-01R0001_01783	abu:Abu_2214	407	407	393	54.7	94.3	3.66e-142	416	796.2	0.522
Unknown_BF302-01R0001_01783	drt:Dret_0512	407	414	402	54.2	98.0	4.64e-142	416	812.4	0.512
Unknown_BF302-01R0001_01783	oat:OAN307_c12670	407	422	408	53.2	99.5	6.08e-142	416	832.8	0.5
Unknown_BF302-01R0001_01783	jea:JEM45_01385	407	418	399	54.9	97.8	5.31e-142	416	812.8	0.512
Unknown_BF302-01R0001_01783	psev:USB125703_00093	407	426	393	54.5	93.9	6.95e-142	416	831.6	0.5
Unknown_BF302-01R0001_01783	ahe:Arch_0543	407	422	397	55.9	95.1	6.08e-142	416	824.3	0.505
Unknown_BF302-01R0001_01783	thin:CRN91_08415	407	421	411	53.0	99.3	8.33e-142	415	823.5	0.504
Unknown_BF302-01R0001_01783	lxx:Lxx07870	407	424	392	53.8	93.9	9.21e-142	415	823.9	0.504
Unknown_BF302-01R0001_01783	oek:FFI11_010870	407	423	389	55.0	93.9	8.91e-142	415	820.5	0.506
Unknown_BF302-01R0001_01783	cste:H3L98_08915	407	420	403	54.3	95.3	1.14e-141	415	821.2	0.505
Unknown_BF302-01R0001_01783	daa:AKL17_2004	407	424	414	53.6	99.5	1.31e-141	415	830.5	0.5
Unknown_BF302-01R0001_01783	sedi:EBB79_07625	407	422	401	53.4	97.3	1.22e-141	415	825.9	0.502
Unknown_BF302-01R0001_01783	tpr:Tpau_1463	407	425	390	55.1	93.9	1.35e-141	415	828.2	0.501
Unknown_BF302-01R0001_01783	fno:Fnod_0839	407	410	404	54.2	96.6	8.14e-142	415	807.0	0.514
Unknown_BF302-01R0001_01783	fce:JN531_012850	407	424	390	54.9	94.8	1.85e-141	414	826.6	0.501
Unknown_BF302-01R0001_01783	dav:DESACE_06010	407	417	391	55.0	94.1	1.46e-141	414	813.1	0.509
Unknown_BF302-01R0001_01783	aqg:HRU87_02845	407	425	397	53.1	94.6	1.91e-141	414	827.4	0.5
Unknown_BF302-01R0001_01783	lyd:D7I47_01115	407	425	393	53.7	93.9	1.91e-141	414	822.4	0.503
Unknown_BF302-01R0001_01783	eep:GJT83_01145	407	416	408	52.9	98.0	2.00e-141	414	820.8	0.504
Unknown_BF302-01R0001_01783	fgu:SD28_03770	407	418	386	54.4	92.9	2.14e-141	414	810.8	0.511
Unknown_BF302-01R0001_01783	bsed:DN745_13165	407	419	393	55.0	95.1	3.14e-141	414	826.2	0.501
Unknown_BF302-01R0001_01783	suam:BOO69_10870	407	421	410	53.4	99.0	3.36e-141	414	827.0	0.501
Unknown_BF302-01R0001_01783	hat:RC74_21260	407	421	406	53.2	98.8	3.36e-141	414	827.0	0.501
Unknown_BF302-01R0001_01783	gez:FE251_04580	407	423	389	55.0	94.1	3.59e-141	414	822.8	0.503
Unknown_BF302-01R0001_01783	eti:RSTT_228	407	412	391	56.8	94.6	2.48e-141	414	806.2	0.514
Unknown_BF302-01R0001_01783	mca:MCA0243	407	422	393	53.9	95.3	4.92e-141	413	821.2	0.503
Unknown_BF302-01R0001_01783	tcy:Thicy_0660	407	416	414	53.6	99.5	4.02e-141	413	813.9	0.507
Unknown_BF302-01R0001_01783	dao:Desac_0418	407	417	394	53.3	95.3	4.16e-141	413	809.7	0.51
Unknown_BF302-01R0001_01783	malk:MalAC0309_2081	407	425	393	53.4	93.9	5.45e-141	413	826.2	0.5
Unknown_BF302-01R0001_01783	ttk:TST_1243	407	407	389	55.8	94.6	2.97e-141	413	797.7	0.518
Unknown_BF302-01R0001_01783	aff:H3L97_07865	407	418	414	52.2	99.5	6.10e-141	413	823.2	0.502
Unknown_BF302-01R0001_01783	ctm:Cabther_A0023	407	405	391	55.0	94.6	3.93e-141	413	805.1	0.513
Unknown_BF302-01R0001_01783	mox:DAMO_2181	407	415	396	54.3	96.1	5.51e-141	413	812.8	0.508
Unknown_BF302-01R0001_01783	smf:Smon_0765	407	410	411	53.8	99.3	6.60e-141	412	795.4	0.518
Unknown_BF302-01R0001_01783	bbev:BBEV_0959	407	423	387	56.6	93.9	1.45e-140	412	823.9	0.5
Unknown_BF302-01R0001_01783	aae:aq_1337	407	412	401	53.9	96.3	1.00e-140	412	802.4	0.513
Unknown_BF302-01R0001_01783	dee:HQN60_01015	407	422	398	54.3	95.1	1.99e-140	412	820.8	0.502
Unknown_BF302-01R0001_01783	cphy:B5808_06555	407	425	397	52.6	94.8	2.20e-140	412	820.8	0.502
Unknown_BF302-01R0001_01783	hum:DVJ78_14340	407	425	397	52.6	94.8	2.20e-140	412	820.5	0.502
Unknown_BF302-01R0001_01783	mmn:midi_00779	407	415	414	51.9	100	2.22e-140	411	807.7	0.509
Unknown_BF302-01R0001_01783	asg:FB03_00365	407	419	409	53.8	98.0	2.55e-140	411	818.5	0.502
Unknown_BF302-01R0001_01783	aep:AMC99_02000	407	390	380	56.1	91.9	1.35e-140	411	766.1	0.536
Unknown_BF302-01R0001_01783	euz:DVS28_a1496	407	420	391	53.5	95.1	3.73e-140	411	822.4	0.5
Unknown_BF302-01R0001_01783	menm:LF888_04525	407	424	395	54.2	95.8	6.05e-140	410	814.7	0.503
Unknown_BF302-01R0001_01783	arc:ABLL_2731	407	405	394	53.8	94.3	6.40e-140	410	792.7	0.517
Unknown_BF302-01R0001_01783	eru:Erum2010	407	406	390	54.6	95.6	6.62e-140	410	792.7	0.517
Unknown_BF302-01R0001_01783	mts:MTES_3334	407	422	410	50.5	98.0	1.14e-139	410	819.3	0.5
Unknown_BF302-01R0001_01783	fsu:Fisuc_1388	407	417	396	54.0	94.1	9.60e-140	410	815.5	0.503
Unknown_BF302-01R0001_01783	ant:Arnit_3007	407	407	399	54.1	95.1	9.71e-140	409	796.6	0.513
Unknown_BF302-01R0001_01783	bhy:BHWA1_02222	407	410	394	54.3	94.1	1.07e-139	409	805.8	0.508
Unknown_BF302-01R0001_01783	scn:Solca_1149	407	413	397	53.4	96.1	1.69e-139	409	812.0	0.504
Unknown_BF302-01R0001_01783	paco:AACT_2878	407	406	394	53.6	94.1	1.89e-139	409	795.0	0.514
Unknown_BF302-01R0001_01783	mro:MROS_1215	407	417	410	53.2	98.0	2.73e-139	409	809.3	0.505
Unknown_BF302-01R0001_01783	mjd:JDM601_1450	407	418	393	53.9	94.1	4.01e-139	408	814.3	0.501
Unknown_BF302-01R0001_01783	tdn:Suden_1464	407	414	408	53.4	97.5	4.96e-139	408	808.1	0.505
Unknown_BF302-01R0001_01783	bbau:AEM51_10520	407	414	402	53.0	96.6	4.96e-139	408	810.4	0.503
Unknown_BF302-01R0001_01783	bpit:BPIT_13860	407	413	390	53.8	94.6	6.80e-139	407	810.4	0.502
Unknown_BF302-01R0001_01783	lil:LA_2558	407	420	410	52.0	99.3	8.60e-139	407	813.9	0.5
Unknown_BF302-01R0001_01783	caby:Cabys_417	407	414	403	54.3	98.0	7.03e-139	407	802.4	0.507
Unknown_BF302-01R0001_01783	sun:SUN_1110	407	406	404	53.0	98.0	1.53e-138	406	792.3	0.512
Unknown_BF302-01R0001_01783	hth:HTH_0768	407	411	392	53.8	94.6	1.81e-138	406	807.4	0.503
Unknown_BF302-01R0001_01783	thyd:TTHT_0324	407	413	392	53.8	94.3	3.89e-138	405	807.7	0.501
Unknown_BF302-01R0001_01783	tal:Thal_0579	407	412	384	55.7	92.6	3.76e-138	405	805.1	0.503
Unknown_BF302-01R0001_01783	lul:LPB138_08060	407	414	402	52.7	96.6	5.70e-138	405	802.0	0.505
Unknown_BF302-01R0001_01783	tth:TT_C0251	407	399	385	54.0	94.1	6.90e-138	404	786.6	0.514
Unknown_BF302-01R0001_01783	mhd:Marky_1432	407	407	392	55.6	94.3	9.04e-138	404	798.9	0.506
Unknown_BF302-01R0001_01783	alm:AO498_07965	407	407	394	53.8	95.1	9.04e-138	404	799.7	0.505
Unknown_BF302-01R0001_01783	fbt:D770_21015	407	412	397	53.9	94.6	1.07e-137	404	806.6	0.501
Unknown_BF302-01R0001_01783	acil:ESZ_00185	407	411	414	51.2	99.5	1.47e-137	404	801.6	0.504
Unknown_BF302-01R0001_01783	mtt:Ftrac_1139	407	412	413	51.8	99.5	2.15e-137	404	807.0	0.501
Unknown_BF302-01R0001_01783	ocy:OSSY52_17390	407	410	380	54.5	91.4	2.85e-137	403	795.8	0.506
Unknown_BF302-01R0001_01783	fte:Fluta_2301	407	406	383	51.7	93.4	5.00e-137	402	791.6	0.508
Unknown_BF302-01R0001_01783	say:TPY_0566	407	387	374	56.1	91.2	1.06e-136	401	746.9	0.537
Unknown_BF302-01R0001_01783	ama:AM310	407	405	394	55.1	95.8	2.76e-136	400	794.7	0.503
Unknown_BF302-01R0001_01783	ttz:FHG85_01765	407	407	398	53.8	95.8	4.19e-136	400	794.3	0.504
Unknown_BF302-01R0001_01783	nis:NIS_0542	407	409	408	55.4	98.0	8.99e-136	399	797.0	0.501
Unknown_BF302-01R0001_01783	pom:MED152_11069	407	412	400	53.0	96.6	9.94e-136	399	797.3	0.5
Unknown_BF302-01R0001_01783	mrb:Mrub_1567	407	398	385	54.0	94.1	1.25e-135	399	781.6	0.51
Unknown_BF302-01R0001_01783	cex:CSE_07240	407	403	399	50.6	97.8	6.83e-134	394	784.3	0.502
Unknown_BF302-01R0001_01794	lacy:A4V08_13930	409	511	462	72.7	97.8	1.06e-234	654	1058.1	0.618
Unknown_BF302-01R0001_01794	lacy:A4V08_16065	409	511	462	72.7	97.8	1.06e-234	654	1058.1	0.618
Unknown_BF302-01R0001_01794	lacy:A4V08_28165	409	511	462	72.5	97.8	4.30e-234	653	1057.7	0.617
Unknown_BF302-01R0001_01794	lacy:A4V08_25835	409	511	462	72.5	97.8	6.10e-234	652	1059.3	0.616
Unknown_BF302-01R0001_01794	lacy:A4V08_03165	409	511	462	72.3	97.8	1.43e-232	649	1057.0	0.614
Unknown_BF302-01R0001_01796	ere:EUBREC_0093	237	243	237	97.9	100	1.85e-158	443	471.1	0.94
Unknown_BF302-01R0001_01797	ere:EUBREC_0094	263	263	263	100	100	1.56e-182	506	513.5	0.985
Unknown_BF302-01R0001_01797	cpy:Cphy_2370	263	260	263	82.1	100	6.97e-151	426	506.1	0.842
Unknown_BF302-01R0001_01797	anr:Ana3638_16845	263	263	263	81.0	100	6.37e-150	424	512.7	0.827
Unknown_BF302-01R0001_01797	hsd:SD1D_1148	263	263	262	78.6	99.6	9.15e-143	405	513.8	0.788
Unknown_BF302-01R0001_01798	ere:EUBREC_0095	93	93	93	100	100	1.72e-58	179	184.1	0.972
Unknown_BF302-01R0001_01799	ere:EUBREC_0096	190	190	190	97.4	100	2.36e-125	355	377.1	0.941
Unknown_BF302-01R0001_01800	ere:EUBREC_0097	404	404	404	99.8	100	1.85e-302	821	828.9	0.99
Unknown_BF302-01R0001_01800	rto:RTO_14080	404	404	404	94.6	100	2.77e-288	785	823.2	0.954
Unknown_BF302-01R0001_01800	ehl:EHLA_3197	404	404	403	90.6	99.8	7.80e-279	761	826.2	0.921
Unknown_BF302-01R0001_01800	bprl:CL2_13170	404	404	404	87.9	100	6.00e-267	731	826.2	0.885
Unknown_BF302-01R0001_01802	ere:EUBREC_0099	507	507	507	98.4	100	0.0	966	1006.1	0.96
Unknown_BF302-01R0001_01802	rto:RTO_14100	507	513	506	89.5	99.8	0.0	899	1026.9	0.875
Unknown_BF302-01R0001_01803	ere:EUBREC_0100	394	394	394	98.0	100	2.47e-270	739	768.5	0.962
Unknown_BF302-01R0001_01803	rto:RTO_14110	394	394	394	85.0	100	5.46e-235	650	764.6	0.85
Unknown_BF302-01R0001_01804	ere:EUBREC_0101	187	189	187	100	100	1.81e-137	386	389.8	0.99
Unknown_BF302-01R0001_01805	ere:EUBREC_0103	575	593	575	99.3	100	0.0	1100	1161.0	0.947
Unknown_BF302-01R0001_01809	ere:EUBREC_0113	502	502	502	99.6	100	0.0	969	984.9	0.984
Unknown_BF302-01R0001_01810	ere:EUBREC_0114	209	209	209	99.5	100	4.22e-151	422	422.2	1.0
Unknown_BF302-01R0001_01810	rho:RHOM_16080	209	209	209	86.6	100	7.14e-134	379	421.0	0.9
Unknown_BF302-01R0001_01810	bpb:bpr_I0274	209	218	209	77.5	100	1.07e-121	348	441.8	0.788
Unknown_BF302-01R0001_01811	ere:EUBREC_0115	161	161	161	99.4	100	7.44e-117	332	334.3	0.993
Unknown_BF302-01R0001_01811	rho:RHOM_16075	161	161	160	80.0	98.1	3.74e-92	269	335.5	0.802
Unknown_BF302-01R0001_01814	ere:EUBREC_0118	245	245	245	99.6	100	3.70e-172	478	490.7	0.974
Unknown_BF302-01R0001_01815	ere:EUBREC_0119	84	84	84	100	100	1.06e-48	153	166.0	0.922
Unknown_BF302-01R0001_01815	pxv:FXF36_04025	84	86	81	91.4	96.4	1.17e-41	135	167.5	0.806
Unknown_BF302-01R0001_01815	lua:D4A81_01365	84	85	84	82.1	100	3.66e-38	127	169.9	0.747
Unknown_BF302-01R0001_01815	bprs:CK3_10010	84	84	84	81.0	100	1.02e-37	125	166.0	0.753
Unknown_BF302-01R0001_01816	ere:EUBREC_0120	176	176	176	97.7	100	6.97e-86	254	334.0	0.76
Unknown_BF302-01R0001_01817	ere:EUBREC_0121	188	188	188	100	100	1.22e-126	358	361.7	0.99
Unknown_BF302-01R0001_01818	ere:EUBREC_0122	501	501	501	100	100	0.0	949	965.3	0.983
Unknown_BF302-01R0001_01818	rho:RHOM_16035	501	502	500	90.4	99.8	0.0	872	969.9	0.899
Unknown_BF302-01R0001_01818	pxv:FXF36_04010	501	502	500	88.4	99.8	2.04e-312	855	975.3	0.877
Unknown_BF302-01R0001_01818	cpy:Cphy_3738	501	502	500	87.2	99.8	7.90e-310	848	974.2	0.87
Unknown_BF302-01R0001_01818	eel:EUBELI_01930	501	502	500	87.4	99.8	1.77e-306	840	971.1	0.865
Unknown_BF302-01R0001_01818	bprs:CK3_10040	501	500	497	86.9	99.2	6.37e-304	833	968.8	0.86
Unknown_BF302-01R0001_01818	bprl:CL2_22480	501	502	501	84.4	100	5.12e-299	821	974.2	0.843
Unknown_BF302-01R0001_01818	csh:Closa_3998	501	500	497	83.7	99.2	6.81e-292	803	966.1	0.831
Unknown_BF302-01R0001_01818	lua:D4A81_01380	501	499	498	81.7	99.4	2.08e-288	794	968.8	0.82
Unknown_BF302-01R0001_01818	cct:CC1_07430	501	506	500	81.0	99.8	8.99e-287	790	983.4	0.803
Unknown_BF302-01R0001_01818	ehl:EHLA_3166	501	503	500	80.6	99.8	7.66e-285	785	977.6	0.803
Unknown_BF302-01R0001_01818	vgu:HYG85_11635	501	507	501	80.0	100	1.98e-281	776	978.0	0.793
Unknown_BF302-01R0001_01819	ere:EUBREC_0123	286	286	286	99.7	100	1.06e-196	544	555.8	0.979
Unknown_BF302-01R0001_01820	ere:EUBREC_0124	463	463	463	99.8	100	0.0	905	911.4	0.993
Unknown_BF302-01R0001_01820	rho:RHOM_16025	463	471	455	90.3	98.3	6.14e-301	823	937.6	0.878
Unknown_BF302-01R0001_01820	pxv:FXF36_04000	463	464	458	89.7	98.9	5.25e-298	815	916.0	0.89
Unknown_BF302-01R0001_01820	eel:EUBELI_01928	463	475	463	85.7	100	1.33e-289	794	935.3	0.849
Unknown_BF302-01R0001_01820	csh:Closa_3996	463	464	463	83.4	100	6.91e-287	787	916.8	0.858
Unknown_BF302-01R0001_01820	bprs:CK3_10060	463	463	463	84.2	100	5.46e-286	785	912.1	0.861
Unknown_BF302-01R0001_01820	cpy:Cphy_3736	463	472	469	82.5	100	3.84e-279	768	931.4	0.825
Unknown_BF302-01R0001_01820	lua:D4A81_01390	463	463	458	83.0	98.9	1.24e-275	758	910.6	0.832
Unknown_BF302-01R0001_01820	cct:CC1_07450	463	462	463	82.1	100	1.14e-273	753	907.1	0.83
Unknown_BF302-01R0001_01820	bprl:CL2_22500	463	467	458	82.5	98.9	7.91e-273	751	917.5	0.819
Unknown_BF302-01R0001_01820	ehl:EHLA_3164	463	464	461	81.3	99.6	2.25e-269	743	910.2	0.816
Unknown_BF302-01R0001_01820	lbw:C3V36_01040	463	463	463	79.3	100	3.96e-265	732	907.9	0.806
Unknown_BF302-01R0001_01820	kpar:JL105_08255	463	465	458	79.3	98.9	4.73e-262	724	910.6	0.795
Unknown_BF302-01R0001_01821	ere:EUBREC_0125	135	135	135	100	100	1.80e-91	265	271.2	0.977
Unknown_BF302-01R0001_01825	ere:EUBREC_0134	448	448	448	99.8	100	0.0	904	916.0	0.987
Unknown_BF302-01R0001_01825	fpr:FP2_19460	448	456	407	87.0	90.8	9.23e-270	743	922.2	0.806
Unknown_BF302-01R0001_01826	ere:EUBREC_0135	294	294	294	100	100	3.05e-200	553	570.5	0.969
Unknown_BF302-01R0001_01826	ibu:IB211_02400	294	294	294	83.0	100	2.60e-169	475	569.3	0.834
Unknown_BF302-01R0001_01826	fpr:FP2_19450	294	294	294	82.7	100	6.10e-168	472	573.2	0.823
Unknown_BF302-01R0001_01827	ere:EUBREC_0136	296	296	296	100	100	2.01e-206	569	588.6	0.967
Unknown_BF302-01R0001_01827	fpr:FP2_19440	296	298	293	82.6	99.0	6.55e-169	474	592.0	0.801
Unknown_BF302-01R0001_01827	ibu:IB211_02401	296	297	295	81.0	99.7	1.27e-168	474	593.6	0.799
Unknown_BF302-01R0001_01829	ere:EUBREC_0138	721	721	721	99.4	100	0.0	1489	1510.0	0.986
Unknown_BF302-01R0001_01829	rho:RHOM_04120	721	720	715	89.4	99.2	0.0	1353	1513.0	0.894
Unknown_BF302-01R0001_01829	fpr:FP2_19420	721	719	718	80.2	99.6	0.0	1224	1516.9	0.807
Unknown_BF302-01R0001_01829	cpy:Cphy_0577	721	723	715	80.6	99.2	0.0	1223	1503.8	0.813
Unknown_BF302-01R0001_01829	ibu:IB211_02403	721	728	720	78.3	99.7	0.0	1205	1530.0	0.788
Unknown_BF302-01R0001_01834	ere:EUBREC_1195	280	282	281	66.2	100	1.05e-136	392	574.3	0.683
Unknown_BF302-01R0001_01834	ere:EUBREC_3378	280	282	281	66.2	100	1.05e-136	392	574.3	0.683
Unknown_BF302-01R0001_01834	esr:ES1_17940	280	282	281	65.8	100	2.12e-136	391	572.8	0.683
Unknown_BF302-01R0001_01834	ere:EUBREC_0066	280	282	279	57.0	99.6	7.99e-108	318	572.0	0.556
Unknown_BF302-01R0001_01834	ere:EUBREC_3366	280	282	279	57.0	99.6	7.99e-108	318	572.0	0.556
Unknown_BF302-01R0001_01834	ehl:EHLA_1591	280	282	279	57.0	99.6	1.13e-107	318	571.2	0.557
Unknown_BF302-01R0001_01839	ere:EUBREC_0066	282	282	278	89.9	98.6	6.04e-185	514	572.0	0.899
Unknown_BF302-01R0001_01839	ere:EUBREC_3366	282	282	278	89.9	98.6	6.04e-185	514	572.0	0.899
Unknown_BF302-01R0001_01839	ehl:EHLA_1591	282	282	278	89.6	98.6	1.73e-184	513	571.2	0.898
Unknown_BF302-01R0001_01840	rob:CK5_00160	431	431	431	96.8	100	1.08e-301	822	869.4	0.945
Unknown_BF302-01R0001_01840	rho:RHOM_12600	431	431	430	90.2	99.8	2.18e-285	780	872.1	0.894
Unknown_BF302-01R0001_01840	rob:CK5_11640	431	431	430	81.4	99.8	6.95e-259	713	874.4	0.815
Unknown_BF302-01R0001_01840	bprl:CL2_03500	431	431	430	81.4	99.8	4.01e-258	711	874.0	0.814
Unknown_BF302-01R0001_01840	rto:RTO_30980	431	431	430	81.2	99.8	1.15e-257	710	874.0	0.812
Unknown_BF302-01R0001_01840	euc:EC1_01010	431	431	430	81.2	99.8	1.15e-257	710	874.0	0.812
Unknown_BF302-01R0001_01840	rho:RHOM_01760	431	431	430	80.0	99.8	2.21e-255	704	874.4	0.805
Unknown_BF302-01R0001_01840	euc:EC1_04940	431	431	430	81.2	99.8	1.73e-252	697	876.3	0.795
Unknown_BF302-01R0001_01840	rto:RTO_28420	431	431	430	81.2	99.8	2.45e-252	697	875.9	0.796
Unknown_BF302-01R0001_01840	rho:RHOM_13455	431	431	430	80.7	99.8	7.03e-252	696	876.7	0.794
Unknown_BF302-01R0001_01840	rob:CK5_11890	431	431	430	80.7	99.8	7.03e-252	696	876.3	0.794
Unknown_BF302-01R0001_01840	bprl:CL2_23830	431	431	430	80.7	99.8	2.86e-251	694	876.3	0.792
Unknown_BF302-01R0001_01840	rob:CK5_24390	431	431	430	80.7	99.8	8.18e-251	693	877.1	0.79
Unknown_BF302-01R0001_01846	asf:SFBM_0338	97	89	86	57.0	88.7	9.59e-29	103	177.6	0.58
Unknown_BF302-01R0001_01846	saci:Sinac_0269	97	90	84	54.8	86.6	1.33e-26	98.6	184.9	0.533
Unknown_BF302-01R0001_01846	sbu:SpiBuddy_0898	97	97	91	51.6	92.8	1.33e-25	96.3	192.2	0.501
Unknown_BF302-01R0001_01846	cjg:NCTC13459_01711	97	84	78	55.1	80.4	8.76e-24	91.3	166.0	0.55
Unknown_BF302-01R0001_01846	asl:Aeqsu_0261	97	84	83	50.6	85.6	5.05e-23	89.4	168.7	0.53
Unknown_BF302-01R0001_01851	mety:MRY16398_10820	540	559	539	77.9	99.8	0.0	901	1174.1	0.767
Unknown_BF302-01R0001_01851	cdiz:CEDIAZO_03025	540	566	539	77.4	99.8	0.0	899	1191.4	0.755
Unknown_BF302-01R0001_01851	ebc:C2U52_14535	540	559	539	77.6	99.8	0.0	899	1175.2	0.765
Unknown_BF302-01R0001_01851	lpd:AYR62_11615	540	540	540	76.9	99.8	0.0	895	1152.1	0.777
Unknown_BF302-01R0001_01851	ror:RORB6_16030	540	559	539	77.0	99.8	0.0	895	1174.5	0.762
Unknown_BF302-01R0001_01851	kin:AB182_04735	540	559	535	77.0	99.1	0.0	890	1171.8	0.76
Unknown_BF302-01R0001_01851	lla:L0234	540	559	539	76.6	99.8	0.0	890	1173.3	0.759
Unknown_BF302-01R0001_01851	kpn:KPN_04721	540	559	539	77.0	99.8	0.0	886	1172.5	0.756
Unknown_BF302-01R0001_01851	ebu:CUC76_12460	540	559	539	76.8	99.8	0.0	885	1172.5	0.755
Unknown_BF302-01R0001_01851	lax:APT61_14670	540	559	539	75.9	99.8	0.0	881	1174.8	0.75
Unknown_BF302-01R0001_01851	lcu:PL11_003195	540	538	538	75.8	99.6	2.30e-317	870	1129.0	0.771
Unknown_BF302-01R0001_01851	paci:A4V11_06245	540	538	537	76.0	99.4	4.94e-316	867	1139.4	0.761
Unknown_BF302-01R0001_01851	lho:LOOC260_101610	540	540	539	74.6	99.8	2.05e-313	860	1145.2	0.751
Unknown_BF302-01R0001_01851	lbr:LVIS_2285	540	540	538	73.4	99.6	6.83e-312	857	1144.8	0.749
Unknown_BF302-01R0001_01851	wcb:AO080_01685	540	562	543	73.1	99.6	6.00e-309	850	1182.9	0.719
Unknown_BF302-01R0001_01851	lros:LROSL1_0586	540	542	538	73.2	99.6	3.15e-306	842	1144.4	0.736
