QUERY	KO	BRITE	CAZY	COG	DISEASE	DRUG	ENZYME	GO	MODULE	NETWORK	PATHWAY	PUBMED	RCLASS	REACTION	TC	VP	DESCRIPTION
Unknown_BF302-01R0002_01232	K10773	br:ko00001;br:ko01000;br:ko03400	NA	cog:COG0177	ds:H01025	NA	ec:4.2.99.18	go:0003906	NA	NA	path:ko03410;path:map03410	pmid:10882850;pmid:9705289	NA	NA	NA	NA	NTH; endonuclease III
Unknown_BF302-01R0002_01234	K03574	br:ko00001;br:ko01000;br:ko03400	NA	cog:COG0494;cog:COG1051	NA	NA	ec:3.6.1.55	NA	NA	NA	NA	pmid:14761999;pmid:15576788;pmid:15850400;pmid:19419956	NA	NA	NA	NA	mutT, NUDT15, MTH2; 8-oxo-dGTP diphosphatase
Unknown_BF302-01R0002_01237	K01937	br:ko00001;br:ko01000	NA	cog:COG0504	ds:H00093	NA	ec:6.3.4.2	go:0003883	md:M00052	NA	path:ko00240;path:ko01100;path:ko01232;path:ko01240;path:map00240;path:map01100;path:map01232;path:map01240	pmid:11500486	rc:RC00010;rc:RC00074	rn:R00571;rn:R00573	NA	NA	pyrG, CTPS; CTP synthase
Unknown_BF302-01R0002_01238	K03798	br:ko00001;br:ko01000;br:ko01002;br:ko03110	NA	cog:COG0465	NA	NA	NA	NA	NA	NA	NA	pmid:10849347;pmid:10940391;pmid:12626683	NA	NA	NA	NA	ftsH, hflB; cell division protease FtsH
Unknown_BF302-01R0002_01239	K03703	br:ko00001;br:ko03400	NA	cog:COG0322	NA	NA	NA	NA	NA	NA	path:ko03420;path:map03420	pmid:16970815	NA	NA	NA	NA	uvrC; excinuclease ABC subunit C
Unknown_BF302-01R0002_01240	K06023	br:ko00001;br:ko01000	NA	cog:COG1493	NA	NA	NA	NA	NA	NA	NA	pmid:9987110	NA	NA	NA	NA	hprK, ptsK; HPr kinase/phosphorylase
Unknown_BF302-01R0002_01242	K00075	br:ko00001;br:ko01000;br:ko01011	NA	cog:COG0812	NA	NA	ec:1.3.1.98	go:0008762	NA	NA	path:ko00520;path:ko00550;path:ko01100;path:ko01250;path:map00520;path:map00550;path:map01100;path:map01250	pmid:7590298	rc:RC02639	rn:R03191;rn:R03192	NA	NA	murB; UDP-N-acetylmuramate dehydrogenase
Unknown_BF302-01R0002_01243	K06958	br:ko00001;br:ko03019	NA	cog:COG1660	NA	NA	NA	NA	NA	NA	NA	pmid:17824929	NA	NA	NA	NA	rapZ; RNase adapter protein RapZ
Unknown_BF302-01R0002_01244	K09762	br:ko00001;br:ko03036	NA	cog:COG1481	NA	NA	NA	NA	NA	NA	NA	pmid:10986251;pmid:24097947	NA	NA	NA	NA	whiA; cell division protein WhiA
Unknown_BF302-01R0002_01245	K07029	br:ko00001;br:ko01000	NA	cog:COG1597	NA	NA	ec:2.7.1.107	go:0004143	NA	NA	path:ko00561;path:ko00564;path:ko01100;path:ko01110;path:map00561;path:map00564;path:map01100;path:map01110	pmid:16689792;pmid:22451476	rc:RC00002;rc:RC00017	rn:R02240	NA	NA	dagK; diacylglycerol kinase (ATP)
Unknown_BF302-01R0002_01246	K01624	br:ko00001;br:ko01000	NA	cog:COG0191	NA	NA	ec:4.1.2.13	go:0004332	md:M00001;md:M00003;md:M00165;md:M00167;md:M00344;md:M00345	NA	path:ko00010;path:ko00030;path:ko00051;path:ko00680;path:ko00710;path:ko01100;path:ko01110;path:ko01120;path:ko01200;path:ko01230;path:map00010;path:map00030;path:map00051;path:map00680;path:map00710;path:map01100;path:map01110;path:map01120;path:map01200;path:map01230	pmid:10712619;pmid:2649077	rc:RC00438;rc:RC00439;rc:RC00603;rc:RC00604	rn:R01068;rn:R01070;rn:R01829;rn:R02568	NA	NA	FBA, fbaA; fructose-bisphosphate aldolase, class II
Unknown_BF302-01R0002_01247	K01915	br:ko00001;br:ko01000;br:ko04147	NA	cog:COG0174	ds:H00923;ds:H01400	NA	ec:6.3.1.2	go:0004356	NA	NA	path:ko00220;path:ko00250;path:ko00630;path:ko00910;path:ko01100;path:ko01120;path:ko01230;path:ko02020;path:ko04217;path:ko04724;path:ko04727;path:map00220;path:map00250;path:map00630;path:map00910;path:map01100;path:map01120;path:map01230;path:map02020;path:map04217;path:map04724;path:map04727	pmid:12563517;pmid:1681907	rc:RC00010;rc:RC02798	rn:R00253	NA	NA	glnA, GLUL; glutamine synthetase
Unknown_BF302-01R0002_01248	K03320	br:ko00001;br:ko02000	NA	cog:COG0004	NA	NA	NA	go:0008519	NA	NA	NA	pmid:17026539;pmid:17119155;pmid:17710640	NA	NA	tc:1.A.11	NA	amt, AMT, MEP; ammonium transporter, Amt family
Unknown_BF302-01R0002_01249	K05366	br:ko00001;br:ko01000;br:ko01003;br:ko01011	cazy:GT51	cog:COG0744	NA	NA	ec:2.4.1.129;ec:3.4.16.4	go:0008658;go:0008955;go:0009002	NA	NA	path:ko00550;path:ko01100;path:ko01501;path:map00550;path:map01100;path:map01501	pmid:7006606	NA	NA	NA	NA	mrcA; penicillin-binding protein 1A
Unknown_BF302-01R0002_01254	K00243	br:ko00001	NA	cog:COG2996	NA	NA	NA	NA	NA	NA	NA	pmid:15853881	NA	NA	NA	NA	K00243; uncharacterized protein
Unknown_BF302-01R0002_01255	K09022	br:ko00001;br:ko01000	NA	cog:COG0251	NA	NA	ec:3.5.99.10	NA	NA	NA	NA	pmid:22094463	rc:RC03275;rc:RC03354	rn:R11098;rn:R11099	NA	NA	ridA, tdcF, RIDA; 2-iminobutanoate/2-iminopropanoate deaminase
Unknown_BF302-01R0002_01256	K21471	br:ko00001;br:ko01000;br:ko01002;br:ko01011	NA	cog:COG0791;cog:COG3883	NA	NA	NA	NA	NA	NA	NA	pmid:16233686	NA	NA	NA	NA	cwlO; peptidoglycan DL-endopeptidase CwlO
Unknown_BF302-01R0002_01257	K05946	br:ko00001;br:ko01000;br:ko01003	cazy:GT26	cog:COG1922	NA	NA	ec:2.4.1.187	go:0047244	NA	NA	path:ko00552;path:ko05111;path:map00552;path:map05111	pmid:11882717	rc:RC00005;rc:RC00049	rn:R05566;rn:R06129	NA	NA	tagA, tarA; N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
Unknown_BF302-01R0002_01258	K02647	br:ko00001;br:ko03000	NA	cog:COG3835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cdaR; carbohydrate diacid regulator
Unknown_BF302-01R0002_01259	K09812	br:ko00001;br:ko02000;br:ko03036	NA	cog:COG2884	NA	NA	NA	NA	NA	NA	path:ko02010;path:map02010	pmid:10048040	NA	NA	tc:3.A.1.140	NA	ftsE; cell division transport system ATP-binding protein
Unknown_BF302-01R0002_01260	K09811	br:ko00001;br:ko02000;br:ko03036	NA	cog:COG2177	NA	NA	NA	NA	NA	NA	path:ko02010;path:map02010	pmid:10048040	NA	NA	tc:3.A.1.140	NA	ftsX; cell division transport system permease protein
Unknown_BF302-01R0002_01261	K03797	br:ko00001;br:ko01000;br:ko01002	NA	cog:COG0793	NA	NA	ec:3.4.21.102	NA	NA	NA	NA	pmid:15047720;pmid:8034700	NA	NA	NA	NA	E3.4.21.102, prc, ctpA; carboxyl-terminal processing protease
Unknown_BF302-01R0002_01263	K02836	br:ko00001;br:ko03012	NA	cog:COG1186	NA	NA	NA	go:0003747	NA	NA	NA	pmid:1408743;pmid:14651631	NA	NA	NA	NA	prfB; peptide chain release factor 2
Unknown_BF302-01R0002_01266	K06209	br:ko00001;br:ko01000	NA	cog:COG4492	NA	NA	ec:5.4.99.5	NA	md:M00024;md:M00025	NA	path:ko00400;path:ko01100;path:ko01110;path:ko01230;path:map00400;path:map01100;path:map01110;path:map01230	NA	rc:RC03116	rn:R01715	NA	NA	pheB; chorismate mutase
Unknown_BF302-01R0002_01267	K00003	br:ko00001;br:ko01000	NA	cog:COG0460	NA	NA	ec:1.1.1.3	go:0004412	md:M00017;md:M00018	NA	path:ko00260;path:ko00270;path:ko00300;path:ko01100;path:ko01110;path:ko01120;path:ko01230;path:map00260;path:map00270;path:map00300;path:map01100;path:map01110;path:map01120;path:map01230	NA	rc:RC00087	rn:R01773;rn:R01775	NA	NA	hom; homoserine dehydrogenase
Unknown_BF302-01R0002_01268	K03581	br:ko00001;br:ko01000;br:ko03400	NA	cog:COG0507	NA	NA	ec:3.1.11.5	go:0008854	NA	NA	path:ko03440;path:map03440	pmid:10840065;pmid:19052323	NA	NA	NA	NA	recD; exodeoxyribonuclease V alpha subunit
Unknown_BF302-01R0002_01270	K01956	br:ko00001;br:ko01000	NA	cog:COG0505	NA	NA	ec:6.3.5.5	go:0004088	md:M00051	NA	path:ko00240;path:ko00250;path:ko01100;path:ko01240;path:map00240;path:map00250;path:map01100;path:map01240	pmid:10852872	rc:RC00002;rc:RC00010;rc:RC00043;rc:RC02750;rc:RC02798;rc:RC03314	rn:R00256;rn:R00575;rn:R01395;rn:R10948;rn:R10949	NA	NA	carA, CPA1; carbamoyl-phosphate synthase small subunit
Unknown_BF302-01R0002_01271	K01955	br:ko00001;br:ko01000	NA	cog:COG0458	NA	NA	ec:6.3.5.5	go:0004088	md:M00051	NA	path:ko00240;path:ko00250;path:ko01100;path:ko01240;path:map00240;path:map00250;path:map01100;path:map01240	pmid:10852872	rc:RC00002;rc:RC00010;rc:RC00043;rc:RC02750;rc:RC02798;rc:RC03314	rn:R00256;rn:R00575;rn:R01395;rn:R10948;rn:R10949	NA	NA	carB, CPA2; carbamoyl-phosphate synthase large subunit
Unknown_BF302-01R0002_01272	K00626	br:ko00001;br:ko01000;br:ko04147	NA	cog:COG0183	ds:H01076	NA	ec:2.3.1.9	go:0003985	md:M00088;md:M00095;md:M00373;md:M00374;md:M00375;md:M00849	NA	path:ko00071;path:ko00280;path:ko00310;path:ko00362;path:ko00380;path:ko00620;path:ko00630;path:ko00650;path:ko00720;path:ko00900;path:ko01100;path:ko01110;path:ko01120;path:ko01200;path:ko01212;path:ko02020;path:ko04975;path:map00071;path:map00280;path:map00310;path:map00362;path:map00380;path:map00620;path:map00630;path:map00650;path:map00720;path:map00900;path:map01100;path:map01110;path:map01120;path:map01200;path:map01212;path:map02020;path:map04975	pmid:17371050;pmid:19822655	rc:RC00004;rc:RC00326	rn:R00238;rn:R01177	NA	NA	ACAT, atoB; acetyl-CoA C-acetyltransferase
Unknown_BF302-01R0002_01273	K00074	br:ko00001;br:ko01000	NA	cog:COG1250	NA	NA	ec:1.1.1.157	go:0008691	md:M00878	NA	path:ko00360;path:ko00362;path:ko00650;path:ko01100;path:ko01120;path:ko01200;path:map00360;path:map00362;path:map00650;path:map01100;path:map01120;path:map01200	pmid:20660314	rc:RC00029;rc:RC00117	rn:R01976;rn:R05576;rn:R06941	NA	NA	paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase
Unknown_BF302-01R0002_01274	K00248	br:ko00001;br:ko01000	NA	cog:COG1960	ds:H00525;ds:H01980	NA	ec:1.3.8.1	go:0004085	md:M00013	NA	path:ko00071;path:ko00280;path:ko00410;path:ko00640;path:ko00650;path:ko01100;path:ko01110;path:ko01120;path:ko01200;path:ko01212;path:map00071;path:map00280;path:map00410;path:map00640;path:map00650;path:map01100;path:map01110;path:map01120;path:map01200;path:map01212	pmid:2777793;pmid:3968063	rc:RC00052;rc:RC00068;rc:RC00076;rc:RC00095;rc:RC00120;rc:RC00148	rn:R01175;rn:R01178;rn:R02661;rn:R03172;rn:R04432;rn:R04751	NA	NA	ACADS, bcd; butyryl-CoA dehydrogenase
Unknown_BF302-01R0002_01275	K03521	br:ko00001	NA	cog:COG2086	ds:H00178;ds:H01400	NA	NA	NA	NA	NA	NA	pmid:15386115;pmid:8504797	NA	NA	NA	NA	fixA, etfB; electron transfer flavoprotein beta subunit
Unknown_BF302-01R0002_01276	K03522	br:ko00001;br:ko04147	NA	cog:COG2025	ds:H00178;ds:H01400	NA	NA	NA	NA	NA	NA	pmid:15386115;pmid:3170610	NA	NA	NA	NA	fixB, etfA; electron transfer flavoprotein alpha subunit
Unknown_BF302-01R0002_01289	K07485	br:ko00001	NA	cog:COG3464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K07485; transposase
Unknown_BF302-01R0002_01290	K00820	br:ko00001;br:ko01000;br:ko01002	NA	cog:COG0449	ds:H00770	NA	ec:2.6.1.16	go:0004360	md:M00892;md:M00909	NA	path:ko00250;path:ko00520;path:ko01100;path:ko01250;path:ko04931;path:ko05415;path:map00250;path:map00520;path:map01100;path:map01250;path:map04931;path:map05415	pmid:10091662;pmid:10198162;pmid:1460020	rc:RC00010;rc:RC00163;rc:RC02752	rn:R00768	NA	NA	glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing)
Unknown_BF302-01R0002_01293	K13038	br:ko00001;br:ko01000	NA	cog:COG0452	NA	NA	ec:4.1.1.36;ec:6.3.2.5	go:0004632;go:0004633	md:M00120;md:M00914	NA	path:ko00770;path:ko01100;path:ko01240;path:map00770;path:map01100;path:map01240	pmid:12140293	rc:RC00064;rc:RC00090;rc:RC00822	rn:R03269;rn:R04231	NA	NA	coaBC, dfp; phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase
Unknown_BF302-01R0002_01297	K06959	br:ko00001	NA	cog:COG2183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tex; protein Tex
Unknown_BF302-01R0002_01298	K23675	br:ko00001;br:ko02000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	fmnP, ribU; riboflavin transporter
Unknown_BF302-01R0002_01300	K06925	br:ko00001;br:ko03016	NA	cog:COG0802	NA	NA	NA	NA	NA	NA	NA	pmid:22378793	NA	NA	NA	NA	tsaE; tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
Unknown_BF302-01R0002_01301	K14742	br:ko00001;br:ko03016	NA	cog:COG1214	NA	NA	NA	NA	NA	NA	NA	pmid:16511176;pmid:22378793	NA	NA	NA	NA	tsaB; tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
Unknown_BF302-01R0002_01302	K03789	br:ko00001;br:ko01000;br:ko03009	NA	cog:COG0456	NA	NA	ec:2.3.1.266	go:0008999	NA	NA	NA	pmid:18596200;pmid:2828880	NA	NA	NA	NA	rimI; [ribosomal protein S18]-alanine N-acetyltransferase
Unknown_BF302-01R0002_01303	K00784	br:ko00001;br:ko01000;br:ko03016	NA	cog:COG1234	ds:H00891;ds:H02530	NA	ec:3.1.26.11	go:0016891	NA	NA	NA	pmid:16452296;pmid:17671357	NA	NA	NA	NA	rnz; ribonuclease Z
Unknown_BF302-01R0002_01304	K01409	br:ko00001;br:ko01000;br:ko03016	NA	cog:COG0533	ds:H01722	NA	ec:2.3.1.234	NA	NA	NA	NA	pmid:12039036;pmid:19578062;pmid:21285948	rc:RC00070;rc:RC00416	rn:R10648	NA	NA	OSGEP, KAE1, tsaD, QRI7; N6-L-threonylcarbamoyladenine synthase
Unknown_BF302-01R0002_01305	K00991	br:ko00001;br:ko01000	NA	cog:COG1211	NA	NA	ec:2.7.7.60	go:0008699	md:M00096	NA	path:ko00900;path:ko01100;path:ko01110;path:map00900;path:map01100;path:map01110	pmid:10518523;pmid:10841550	rc:RC00002	rn:R05633	NA	NA	ispD; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
Unknown_BF302-01R0002_01319	K01069	br:ko00001;br:ko01000	NA	cog:COG0491	NA	NA	ec:3.1.2.6	go:0004416	NA	NA	path:ko00620;path:ko01100;path:map00620;path:map01100	pmid:17196158;pmid:25670698	rc:RC00004;rc:RC00137	rn:R01736	NA	NA	gloB, gloC, HAGH; hydroxyacylglutathione hydrolase
Unknown_BF302-01R0002_01320	K01139	br:ko00001;br:ko01000;br:ko03009	NA	cog:COG0317	NA	NA	ec:2.7.6.5;ec:3.1.7.2	go:0008728;go:0008893	NA	NA	path:ko00230;path:ko01100;path:map00230;path:map01100	pmid:15292126;pmid:19460094	rc:RC00002;rc:RC00078	rn:R00336;rn:R00429	NA	NA	spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase
Unknown_BF302-01R0002_01321	K25026	br:ko00001;br:ko01000	NA	NA	NA	NA	ec:2.7.1.2	NA	md:M00001;md:M00549;md:M00909	NA	path:ko00010;path:ko00052;path:ko00500;path:ko00520;path:ko00521;path:ko00524;path:ko01100;path:ko01110;path:ko01120;path:ko01200;path:ko01250;path:map00010;path:map00052;path:map00500;path:map00520;path:map00521;path:map00524;path:map01100;path:map01110;path:map01120;path:map01200;path:map01250	NA	rc:RC00002;rc:RC00017	rn:R00299;rn:R01600;rn:R01786	NA	NA	glk; glucokinase
Unknown_BF302-01R0002_01322	K03790	br:ko00001;br:ko01000;br:ko03009	NA	cog:COG1670	NA	NA	ec:2.3.1.267	go:0008999	NA	NA	NA	pmid:18466225;pmid:2828880	NA	NA	NA	NA	rimJ; [ribosomal protein S5]-alanine N-acetyltransferase
Unknown_BF302-01R0002_01323	K03768	br:ko00001;br:ko01000;br:ko03110	NA	cog:COG0652	ds:H00506	NA	ec:5.2.1.8	go:0003755;go:0016018	NA	NA	NA	pmid:21282188	NA	NA	NA	NA	PPIB, ppiB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B)
Unknown_BF302-01R0002_01324	K01929	br:ko00001;br:ko01000	NA	cog:COG0770	NA	NA	ec:6.3.2.10	go:0008766	NA	NA	path:ko00300;path:ko00550;path:ko01100;path:ko01502;path:map00300;path:map00550;path:map01100;path:map01502	pmid:2186811;pmid:8973200	rc:RC00064;rc:RC00141	rn:R04573;rn:R04617	NA	NA	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
Unknown_BF302-01R0002_01325	K01921	br:ko00001;br:ko01000;br:ko01011	NA	cog:COG1181	NA	dr:D00877	ec:6.3.2.4	go:0008716	NA	NA	path:ko00470;path:ko00550;path:ko01100;path:ko01502;path:map00470;path:map00550;path:map01100;path:map01502	pmid:1993184	rc:RC00064;rc:RC00141	rn:R01150	NA	NA	ddl; D-alanine-D-alanine ligase
Unknown_BF302-01R0002_01328	K05808	br:ko00001;br:ko03009	NA	cog:COG1544	NA	NA	NA	NA	NA	NA	NA	pmid:16324148	NA	NA	NA	NA	yhbH; putative sigma-54 modulation protein
Unknown_BF302-01R0002_01329	K06158	br:ko00001;br:ko03012	NA	cog:COG0488	NA	NA	NA	NA	NA	NA	NA	pmid:19266166;pmid:22623793	NA	NA	tc:3.A.1.121.9	NA	ABCF3; ATP-binding cassette, subfamily F, member 3
Unknown_BF302-01R0002_01330	K06923	br:ko00001	NA	cog:COG2607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K06923; uncharacterized protein
Unknown_BF302-01R0002_01331	K07636	br:ko00001;br:ko01000;br:ko01001;br:ko02022	NA	cog:COG0642	NA	NA	ec:2.7.13.3	go:0000155	NA	NA	path:ko02020;path:map02020	pmid:11289505;pmid:16030210;pmid:20487291	NA	NA	NA	NA	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR
Unknown_BF302-01R0002_01332	K07658	br:ko00001;br:ko02022	NA	cog:COG0745	NA	NA	NA	go:0000156	NA	NA	path:ko02020;path:map02020	pmid:16030210;pmid:20487291	NA	NA	NA	NA	phoB1, phoP; two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP
Unknown_BF302-01R0002_01333	K02039	br:ko00001	NA	cog:COG0704	NA	NA	NA	NA	NA	NA	NA	pmid:3536855	NA	NA	NA	NA	phoU; phosphate transport system protein
Unknown_BF302-01R0002_01334	K02036	br:ko00001;br:ko01000;br:ko02000	NA	cog:COG1117	NA	NA	ec:7.3.2.1	go:0015415	NA	NA	path:ko02010;path:map02010	pmid:1447208;pmid:8628229;pmid:8843165;pmid:8918249;pmid:9139906	NA	NA	tc:3.A.1.7	NA	pstB; phosphate transport system ATP-binding protein
Unknown_BF302-01R0002_01335	K00375	br:ko00001;br:ko03000	NA	cog:COG1167	NA	NA	NA	NA	NA	NA	NA	pmid:12948641	NA	NA	NA	NA	K00375; GntR family transcriptional regulator / MocR family aminotransferase
Unknown_BF302-01R0002_01336	K06215	br:ko00001;br:ko01000	NA	cog:COG0214	NA	NA	ec:4.3.3.6	go:0036381	md:M00916	NA	path:ko00750;path:ko01100;path:ko01240;path:map00750;path:map01100;path:map01240	pmid:16030023;pmid:16236150	rc:RC00010;rc:RC01783;rc:RC03043;rc:RC03049	rn:R07456;rn:R10089	NA	NA	pdxS, pdx1; pyridoxal 5'-phosphate synthase pdxS subunit
Unknown_BF302-01R0002_01337	K08681	br:ko00001;br:ko01000	NA	cog:COG0311	NA	NA	ec:4.3.3.6	go:0036381	md:M00916	NA	path:ko00750;path:ko01100;path:ko01240;path:map00750;path:map01100;path:map01240	pmid:15590634;pmid:16030023	rc:RC00010;rc:RC01783;rc:RC03043;rc:RC03049	rn:R07456;rn:R10089	NA	NA	pdxT, pdx2; pyridoxal 5'-phosphate synthase pdxT subunit
Unknown_BF302-01R0002_01338	K07076	br:ko00001	NA	cog:COG1708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K07076; uncharacterized protein
Unknown_BF302-01R0002_01341	K02483---K18349	br:ko00001;br:ko02022---br:ko00001;br:ko01504;br:ko02022	NA---NA	cog:COG0745---cog:COG0745	NA---NA	NA---NA	NA---NA	go:0000156---go:0000156	NA---md:M00652	NA---NA	NA---path:ko01502;path:ko02020;path:map01502;path:map02020	NA---pmid:18792691	NA---NA	NA---NA	NA---NA	NA---NA	K02483; two-component system, OmpR family, response regulator---vanRC, vanRE, vanRG; two-component system, OmpR family, response regulator VanR
Unknown_BF302-01R0002_01344	K02037	br:ko00001;br:ko02000	NA	cog:COG0573	NA	NA	NA	NA	NA	NA	path:ko02010;path:map02010	pmid:1447208;pmid:8628229;pmid:8843165;pmid:8918249;pmid:9139906	NA	NA	tc:3.A.1.7	NA	pstC; phosphate transport system permease protein
Unknown_BF302-01R0002_01345	K02040	br:ko00001;br:ko02000	NA	cog:COG0226	NA	NA	NA	NA	NA	NA	path:ko02010;path:ko02020;path:ko05152;path:map02010;path:map02020;path:map05152	pmid:1447208;pmid:8628229;pmid:8843165;pmid:8918249;pmid:9139906	NA	NA	tc:3.A.1.7	NA	pstS; phosphate transport system substrate-binding protein
Unknown_BF302-01R0002_01348	K00059	br:ko00001;br:ko01000;br:ko01004	NA	cog:COG1028	NA	NA	ec:1.1.1.100	go:0004316	md:M00083;md:M00572;md:M00874	NA	path:ko00061;path:ko00333;path:ko00780;path:ko01100;path:ko01110;path:ko01212;path:ko01240;path:map00061;path:map00333;path:map00780;path:map01100;path:map01110;path:map01212;path:map01240	pmid:1556094;pmid:4381013	rc:RC00029;rc:RC00103;rc:RC00117	rn:R02767;rn:R04533;rn:R04534;rn:R04536;rn:R04543;rn:R04566;rn:R04953;rn:R04964;rn:R07763;rn:R10116;rn:R10120;rn:R11671	NA	NA	fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase
Unknown_BF302-01R0002_01349	K01214	br:ko00001;br:ko01000	cazy:CBM48;cazy:GH13	cog:COG1523	NA	NA	ec:3.2.1.68	go:0019156	md:M00565	NA	path:ko00500;path:ko01100;path:ko01110;path:map00500;path:map01100;path:map01110	pmid:15743447;pmid:3379068	NA	rn:R09995;rn:R11261	NA	NA	ISA, treX; isoamylase
Unknown_BF302-01R0002_01352	K21903	br:ko00001;br:ko03000	NA	cog:COG0640	NA	NA	NA	NA	NA	NA	NA	pmid:11278706;pmid:12407207;pmid:8871549	NA	NA	NA	NA	cadC, smtB; ArsR family transcriptional regulator, lead/cadmium/zinc/bismuth-responsive transcriptional repressor
Unknown_BF302-01R0002_01353	K01534	br:ko00001;br:ko01000	NA	cog:COG2217	NA	NA	ec:7.2.2.12;ec:7.2.2.21	go:0008551;go:0016463	NA	NA	NA	pmid:16282320;pmid:9405611;pmid:9724772	NA	NA	tc:3.A.3.6	NA	zntA; Zn2+/Cd2+-exporting ATPase
Unknown_BF302-01R0002_01356	K02203	br:ko00001;br:ko01000	NA	cog:COG0560	NA	NA	ec:2.7.1.39;ec:3.1.3.3	go:0036424;go:0043899	md:M00018;md:M00020	NA	path:ko00260;path:ko00680;path:ko01100;path:ko01110;path:ko01120;path:ko01200;path:ko01230;path:map00260;path:map00680;path:map01100;path:map01110;path:map01120;path:map01200;path:map01230	pmid:14699121	rc:RC00002;rc:RC00017	rn:R00582;rn:R01771	NA	NA	thrH; phosphoserine / homoserine phosphotransferase
Unknown_BF302-01R0002_01358	K01695	br:ko00001;br:ko01000	NA	cog:COG0159	NA	NA	ec:4.2.1.20	go:0004834	md:M00023	NA	path:ko00260;path:ko00400;path:ko01100;path:ko01110;path:ko01230;path:map00260;path:map00400;path:map01100;path:map01110;path:map01230	pmid:7038627	rc:RC00209;rc:RC00210;rc:RC00700;rc:RC00701;rc:RC02868	rn:R00674;rn:R02340;rn:R02722	NA	NA	trpA; tryptophan synthase alpha chain
Unknown_BF302-01R0002_01359	K01696	br:ko00001;br:ko01000	NA	cog:COG0133	NA	NA	ec:4.2.1.20	go:0004834	md:M00023	NA	path:ko00260;path:ko00400;path:ko01100;path:ko01110;path:ko01230;path:map00260;path:map00400;path:map01100;path:map01110;path:map01230	pmid:7038627	rc:RC00209;rc:RC00210;rc:RC00700;rc:RC00701;rc:RC02868	rn:R00674;rn:R02340;rn:R02722	NA	NA	trpB; tryptophan synthase beta chain
Unknown_BF302-01R0002_01360	K01609	br:ko00001;br:ko01000	NA	cog:COG0134	NA	NA	ec:4.1.1.48	go:0004425	md:M00023	NA	path:ko00400;path:ko01100;path:ko01110;path:ko01230;path:map00400;path:map01100;path:map01110;path:map01230	pmid:7610197;pmid:8416906	rc:RC00944	rn:R03508	NA	NA	trpC; indole-3-glycerol phosphate synthase
Unknown_BF302-01R0002_01361	K00766	br:ko00001;br:ko01000	NA	cog:COG0547	NA	NA	ec:2.4.2.18	go:0004048	md:M00023	NA	path:ko00400;path:ko01100;path:ko01110;path:ko01230;path:map00400;path:map01100;path:map01110;path:map01230	pmid:16653032	rc:RC00440	rn:R01073	NA	NA	trpD; anthranilate phosphoribosyltransferase
Unknown_BF302-01R0002_01362	K01658	br:ko00001;br:ko01000	NA	cog:COG0512	NA	NA	ec:4.1.3.27	go:0004049	md:M00023	NA	path:ko00400;path:ko00405;path:ko01100;path:ko01110;path:ko01230;path:ko02024;path:ko02025;path:map00400;path:map00405;path:map01100;path:map01110;path:map01230;path:map02024;path:map02025	pmid:2153661	rc:RC00010;rc:RC02148;rc:RC02414	rn:R00985;rn:R00986	NA	NA	trpG; anthranilate synthase component II
Unknown_BF302-01R0002_01363	K01657	br:ko00001;br:ko01000	NA	cog:COG0147	NA	NA	ec:4.1.3.27	go:0004049	md:M00023	NA	path:ko00400;path:ko00405;path:ko01100;path:ko01110;path:ko01230;path:ko02024;path:ko02025;path:map00400;path:map00405;path:map01100;path:map01110;path:map01230;path:map02024;path:map02025	pmid:2153661	rc:RC00010;rc:RC02148;rc:RC02414	rn:R00985;rn:R00986	NA	NA	trpE; anthranilate synthase component I
Unknown_BF302-01R0002_01365	K22441	br:ko00001;br:ko01000	NA	cog:COG0456	NA	NA	ec:2.3.1.57	go:0004145	NA	NA	NA	pmid:16210326	NA	NA	NA	NA	paiA; diamine N-acetyltransferase
Unknown_BF302-01R0002_01367	K07033	br:ko00001	NA	cog:COG0719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K07033; uncharacterized protein
