QUERY	KO	BRITE	CAZY	COG	DISEASE	DRUG	ENZYME	GO	MODULE	NETWORK	PATHWAY	PUBMED	RCLASS	REACTION	TC	VP	DESCRIPTION
Unknown_BF302-01R0003_01205	K01710	br:ko00001;br:ko01000	NA	cog:COG1088	ds:H01845	NA	ec:4.2.1.46	go:0008460	md:M00793	NA	path:ko00521;path:ko00523;path:ko00525;path:ko00541;path:ko01055;path:ko01100;path:ko01110;path:ko01250;path:map00521;path:map00523;path:map00525;path:map00541;path:map01055;path:map01100;path:map01110;path:map01250	pmid:1710759	rc:RC00402	rn:R06513	NA	NA	rfbB, rmlB, rffG; dTDP-glucose 4,6-dehydratase
Unknown_BF302-01R0003_01206	K00973	br:ko00001;br:ko01000	NA	cog:COG1209	NA	NA	ec:2.7.7.24	go:0008879	md:M00793	NA	path:ko00521;path:ko00523;path:ko00525;path:ko00541;path:ko01100;path:ko01110;path:ko01250;path:map00521;path:map00523;path:map00525;path:map00541;path:map01100;path:map01110;path:map01250	pmid:1710759	rc:RC00002	rn:R02328	NA	NA	rfbA, rmlA, rffH; glucose-1-phosphate thymidylyltransferase
Unknown_BF302-01R0003_01208	K01854	br:ko00001;br:ko01000	NA	cog:COG0562	NA	NA	ec:5.4.99.9	go:0008767	NA	NA	path:ko00052;path:ko00520;path:ko00541;path:ko01100;path:ko01250;path:map00052;path:map00520;path:map00541;path:map01100;path:map01250	pmid:19500588;pmid:9692181	rc:RC00317;rc:RC02396	rn:R00505;rn:R09009	NA	NA	glf; UDP-galactopyranose mutase
Unknown_BF302-01R0003_01210	K14188	br:ko00001;br:ko01000;br:ko01504	NA	cog:COG0236	NA	NA	ec:6.1.1.13	go:0047473	md:M00725	NA	path:ko00470;path:ko00552;path:ko01100;path:ko01503;path:ko02020;path:ko05150;path:map00470;path:map00552;path:map01100;path:map01503;path:map02020;path:map05150	pmid:17517597;pmid:7797557	rc:RC00037;rc:RC00094	rn:R02718;rn:R12812;rn:R12863;rn:R12867;rn:R12871;rn:R12873;rn:R12875;rn:R12904	NA	NA	dltC; D-alanine--poly(phosphoribitol) ligase subunit 2
Unknown_BF302-01R0003_01211	K03367	br:ko00001;br:ko01000;br:ko01504	NA	cog:COG1020	NA	NA	ec:6.1.1.13	go:0047473	md:M00725	NA	path:ko00470;path:ko00552;path:ko01100;path:ko01503;path:ko02020;path:ko05150;path:map00470;path:map00552;path:map01100;path:map01503;path:map02020;path:map05150	pmid:17517597;pmid:7797557;pmid:8682792	rc:RC00037;rc:RC00094	rn:R02718;rn:R12812;rn:R12863;rn:R12867;rn:R12871;rn:R12873;rn:R12875;rn:R12904	NA	NA	dltA; D-alanine--poly(phosphoribitol) ligase subunit 1
Unknown_BF302-01R0003_01212	K12999	br:ko00001;br:ko01000;br:ko01005	cazy:GT2	cog:COG0463	NA	NA	NA	NA	NA	NA	NA	pmid:12459482	NA	NA	NA	NA	rgpI; glucosyltransferase
Unknown_BF302-01R0003_01215	K03431	br:ko00001;br:ko01000	NA	cog:COG1109	NA	NA	ec:5.4.2.10	go:0008966	md:M00909	NA	path:ko00520;path:ko01100;path:ko01250;path:map00520;path:map01100;path:map01250	pmid:8550580;pmid:9286983	rc:RC00408	rn:R02060	NA	NA	glmM; phosphoglucosamine mutase
Unknown_BF302-01R0003_01217	K01207	br:ko00001;br:ko01000	NA	cog:COG1472	NA	NA	ec:3.2.1.52	go:0004563	NA	NA	path:ko00520;path:ko00531;path:ko01100;path:ko01501;path:map00520;path:map00531;path:map01100;path:map01501	pmid:10940025;pmid:31201321	rc:RC00049	rn:R00022;rn:R10831	NA	NA	nagZ; beta-N-acetylhexosaminidase
Unknown_BF302-01R0003_01218	K01005	br:ko00001;br:ko01000	NA	NA	NA	NA	NA	NA	NA	NA	path:ko00552;path:map00552	NA	NA	NA	NA	NA	tagT_U_V; polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase
Unknown_BF302-01R0003_01219	K00903	br:ko00001;br:ko01000;br:ko01001;br:ko02000	NA	cog:COG0489	NA	NA	ec:2.7.10.3	go:0004715	NA	NA	NA	pmid:16565080;pmid:24493247;pmid:25085422	NA	NA	tc:8.A.3.2	NA	epsB, capB; protein-tyrosine kinase
Unknown_BF302-01R0003_01223	K02784	br:ko00001;br:ko02000	NA	cog:COG1925	NA	NA	NA	NA	NA	NA	path:ko02060;path:map02060	pmid:2457575;pmid:8596444	NA	NA	tc:8.A.8.1	NA	ptsH; phosphocarrier protein HPr
Unknown_BF302-01R0003_01225	K18672	br:ko00001;br:ko01000	NA	cog:COG1624	NA	NA	ec:2.7.7.85	NA	NA	NA	NA	pmid:20508090;pmid:25965978	NA	NA	NA	NA	dacA; diadenylate cyclase
Unknown_BF302-01R0003_01230	K03569	br:ko00001;br:ko02048;br:ko03036;br:ko04812	NA	cog:COG1077	NA	NA	NA	NA	NA	NA	NA	pmid:2687239	NA	NA	tc:1.A.33.1;tc:9.B.157.1	NA	mreB; rod shape-determining protein MreB and related proteins
Unknown_BF302-01R0003_01231	K03701	br:ko00001;br:ko03400	NA	cog:COG0178	NA	NA	NA	NA	NA	NA	path:ko03420;path:map03420	pmid:20455546	NA	NA	NA	NA	uvrA; excinuclease ABC subunit A
Unknown_BF302-01R0003_01232	K03702	br:ko00001;br:ko03400	NA	cog:COG0556	NA	NA	NA	NA	NA	NA	path:ko03420;path:map03420	pmid:10946234;pmid:12145219	NA	NA	NA	NA	uvrB; excinuclease ABC subunit B
Unknown_BF302-01R0003_01233	K03070	br:ko00001;br:ko01000;br:ko02044	NA	cog:COG0653	NA	NA	ec:7.4.2.8	go:0008564	NA	NA	path:ko02024;path:ko03060;path:ko03070;path:map02024;path:map03060;path:map03070	pmid:15140892;pmid:17368028;pmid:21051552	NA	NA	tc:3.A.5.1;tc:3.A.5.10;tc:3.A.5.2;tc:3.A.5.4	NA	secA; preprotein translocase subunit SecA
Unknown_BF302-01R0003_01235	K06411	br:ko00001	NA	cog:COG0452	NA	NA	NA	go:0016737	NA	NA	NA	pmid:8345520	NA	NA	NA	NA	spoVFB; dipicolinate synthase subunit B
Unknown_BF302-01R0003_01236	K06410	br:ko00001	NA	NA	NA	NA	NA	go:0016737	NA	NA	NA	pmid:8345520	NA	NA	NA	NA	spoVFA; dipicolinate synthase subunit A
Unknown_BF302-01R0003_01237	K00928	br:ko00001;br:ko01000	NA	cog:COG0527	NA	NA	ec:2.7.2.4	go:0004072	md:M00016;md:M00017;md:M00018;md:M00033;md:M00525;md:M00526;md:M00527	NA	path:ko00260;path:ko00261;path:ko00270;path:ko00300;path:ko01100;path:ko01110;path:ko01120;path:ko01210;path:ko01230;path:map00260;path:map00261;path:map00270;path:map00300;path:map01100;path:map01110;path:map01120;path:map01210;path:map01230	pmid:11569502;pmid:3036830	rc:RC00002;rc:RC00043	rn:R00480	NA	NA	lysC; aspartate kinase
Unknown_BF302-01R0003_01238	K07095	br:ko00001	NA	cog:COG0622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K07095; uncharacterized protein
Unknown_BF302-01R0003_01240	K01048	br:ko00001;br:ko01000	NA	cog:COG2267	NA	NA	ec:3.1.1.5	go:0004622	NA	NA	path:ko00564;path:map00564	pmid:1646933;pmid:3908445	NA	NA	NA	NA	pldB; lysophospholipase
Unknown_BF302-01R0003_01241	K04486	br:ko00001;br:ko01000	NA	cog:COG1387	NA	NA	ec:3.1.3.15	go:0004401	md:M00026	NA	path:ko00340;path:ko01100;path:ko01110;path:ko01230;path:map00340;path:map01100;path:map01110;path:map01230	NA	rc:RC00017	rn:R03013	NA	NA	E3.1.3.15B; histidinol-phosphatase (PHP family)
Unknown_BF302-01R0003_01242	K03499	br:ko00001;br:ko02000	NA	cog:COG0569	NA	NA	NA	NA	NA	NA	NA	pmid:12562800;pmid:2674131	NA	NA	tc:2.A.38.1;tc:2.A.38.4	NA	trkA, ktrA, ktrC; trk/ktr system potassium uptake protein
Unknown_BF302-01R0003_01243	K03498	br:ko00001;br:ko02000	NA	cog:COG0168	NA	NA	NA	NA	NA	NA	NA	pmid:12562800;pmid:7896723	NA	NA	tc:2.A.38.1;tc:2.A.38.4	NA	trkH, trkG, ktrB, ktrD; trk/ktr system potassium uptake protein
Unknown_BF302-01R0003_01249	K06158	br:ko00001;br:ko03012	NA	cog:COG0488	NA	NA	NA	NA	NA	NA	NA	pmid:19266166;pmid:22623793	NA	NA	tc:3.A.1.121.9	NA	ABCF3; ATP-binding cassette, subfamily F, member 3
Unknown_BF302-01R0003_01254	K07506	br:ko00001;br:ko03000	NA	cog:COG2207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K07506; AraC family transcriptional regulator
Unknown_BF302-01R0003_01255	K00702	br:ko00001;br:ko01000	cazy:GT36	NA	NA	NA	ec:2.4.1.20	go:0047738	NA	NA	path:ko00500;path:ko01100;path:map00500;path:map01100	pmid:10960102	rc:RC00049	rn:R00952	NA	NA	E2.4.1.20; cellobiose phosphorylase
Unknown_BF302-01R0003_01256	K18675	br:ko00001;br:ko01000	cazy:GH94	cog:COG3459	NA	NA	ec:2.4.1.280	go:0052756	NA	NA	path:ko00520;path:ko01100;path:map00520;path:map01100	pmid:10913116	rc:RC00049	rn:R09942	NA	NA	chbP; N,N'-diacetylchitobiose phosphorylase
Unknown_BF302-01R0003_01260	K05349	br:ko00001;br:ko01000	cazy:GH3	cog:COG1472	NA	NA	ec:3.2.1.21	go:0008422	NA	NA	path:ko00460;path:ko00500;path:ko00999;path:ko01100;path:ko01110;path:map00460;path:map00500;path:map00999;path:map01100;path:map01110	pmid:16844780	rc:RC00049;rc:RC00059;rc:RC00171;rc:RC00262;rc:RC00397;rc:RC00451;rc:RC00714;rc:RC00746;rc:RC01248	rn:R00026;rn:R00306;rn:R02558;rn:R02887;rn:R02985;rn:R03527;rn:R04949;rn:R04998;rn:R10035;rn:R10039;rn:R10040	NA	NA	bglX; beta-glucosidase
Unknown_BF302-01R0003_01263	K07482	br:ko00001	NA	cog:COG2826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K07482; transposase, IS30 family
Unknown_BF302-01R0003_01264	K25676	br:ko00001;br:ko02000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yesO; pectin-derived oligosaccharide transport system substrate-binding protein
Unknown_BF302-01R0003_01268	K00874	br:ko00001;br:ko01000	NA	cog:COG0524	NA	NA	ec:2.7.1.45	go:0008673	md:M00061;md:M00308;md:M00631	NA	path:ko00030;path:ko01100;path:ko01120;path:ko01200;path:map00030;path:map01100;path:map01120;path:map01200	pmid:13813474	rc:RC00002;rc:RC00017	rn:R01541	NA	NA	kdgK; 2-dehydro-3-deoxygluconokinase
Unknown_BF302-01R0003_01278	K07284	br:ko00001;br:ko01000;br:ko01002;br:ko01011	NA	cog:COG3764	NA	NA	ec:3.4.22.70	NA	NA	NA	NA	pmid:10427003	NA	NA	NA	NA	srtA; sortase A
Unknown_BF302-01R0003_01284	K12053	br:ko00001;br:ko02044	NA	cog:COG3451	NA	NA	NA	NA	NA	NA	NA	pmid:12868652;pmid:16428391	NA	NA	tc:3.A.7.8.1	NA	comB4; ComB4 competence protein
Unknown_BF302-01R0003_01286	K19092	br:ko00001;br:ko02048	NA	cog:COG3668	NA	NA	NA	NA	NA	NA	NA	pmid:20487277	NA	NA	NA	NA	parE1_3_4; toxin ParE1/3/4
Unknown_BF302-01R0003_01290	K20528	br:ko00001;br:ko02044	NA	cog:COG3838	NA	NA	NA	NA	NA	NA	path:ko02024;path:map02024	pmid:24646299;pmid:8763954	NA	NA	tc:3.A.7.4	NA	trbC; type IV secretion system protein TrbC
Unknown_BF302-01R0003_01291	K03205	br:ko00001;br:ko01000;br:ko02044	NA	cog:COG3451	NA	NA	ec:7.4.2.8	go:0008564	NA	NA	path:ko03070;path:map03070	pmid:3021341	NA	NA	tc:3.A.7	NA	virD4, lvhD4; type IV secretion system protein VirD4
Unknown_BF302-01R0003_01299	K03630	br:ko00001	NA	cog:COG2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	radC; DNA repair protein RadC
Unknown_BF302-01R0003_01304	K18640	br:ko00001;br:ko04812	NA	NA	NA	NA	NA	NA	NA	NA	NA	pmid:12486014;pmid:3172224	NA	NA	NA	NA	parM, stbA; plasmid segregation protein ParM
Unknown_BF302-01R0003_01311	K02346	br:br01612;br:ko00001;br:ko01000;br:ko03400	NA	cog:COG0389	NA	NA	ec:2.7.7.7	go:0003887	NA	NA	NA	pmid:11080171;pmid:11463382	NA	NA	NA	NA	dinB; DNA polymerase IV
Unknown_BF302-01R0003_01317	K03798	br:ko00001;br:ko01000;br:ko01002;br:ko03110	NA	cog:COG0465	NA	NA	NA	NA	NA	NA	NA	pmid:10849347;pmid:10940391;pmid:12626683	NA	NA	NA	NA	ftsH, hflB; cell division protease FtsH
Unknown_BF302-01R0003_01319	K08744	br:ko00001;br:ko01000	NA	cog:COG0558	NA	NA	ec:2.7.8.41	NA	NA	NA	path:ko00564;path:ko01100;path:map00564;path:map01100	pmid:16678169;pmid:19439403	rc:RC00002;rc:RC00017	rn:R02030	NA	NA	CRLS; cardiolipin synthase (CMP-forming)
Unknown_BF302-01R0003_01321	K07642	br:ko00001;br:ko01000;br:ko01001;br:ko02022	NA	cog:COG0642	NA	NA	ec:2.7.13.3	go:0000155	NA	NA	path:ko02020;path:map02020	pmid:15522865	NA	NA	NA	NA	baeS, smeS; two-component system, OmpR family, sensor histidine kinase BaeS
Unknown_BF302-01R0003_01322	K02483	br:ko00001;br:ko02022	NA	cog:COG0745	NA	NA	NA	go:0000156	NA	NA	NA	NA	NA	NA	NA	NA	K02483; two-component system, OmpR family, response regulator
Unknown_BF302-01R0003_01325	K01647	br:br01601;br:ko00001;br:ko01000	NA	cog:COG0372	NA	NA	ec:2.3.3.1	go:0004108	md:M00009;md:M00010;md:M00012;md:M00740	NA	path:ko00020;path:ko00630;path:ko01100;path:ko01110;path:ko01120;path:ko01200;path:ko01210;path:ko01230;path:map00020;path:map00630;path:map01100;path:map01110;path:map01120;path:map01200;path:map01210;path:map01230	pmid:9809442	rc:RC00004;rc:RC00067	rn:R00351	NA	NA	CS, gltA; citrate synthase
Unknown_BF302-01R0003_01328	K23775	br:ko00001;br:ko03000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ohrR; MarR family transcriptional regulator, organic hydroperoxide resistance regulator
Unknown_BF302-01R0003_01341	K01187	br:ko00001;br:ko01000	cazy:GH31	cog:COG0366	NA	NA	ec:3.2.1.20	go:0004558	NA	NA	path:ko00052;path:ko00500;path:ko01100;path:ko01110;path:map00052;path:map00500;path:map01100;path:map01110	pmid:16844780	rc:RC00028;rc:RC00049;rc:RC00077	rn:R00028;rn:R00801;rn:R00802;rn:R06087;rn:R06088	NA	NA	malZ; alpha-glucosidase
Unknown_BF302-01R0003_01342	K25088	br:ko00001;br:ko02000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	musG; maltose transport system permease protein
Unknown_BF302-01R0003_01343	K25087	br:ko00001;br:ko02000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	musF; maltose transport system permease protein
Unknown_BF302-01R0003_01344	K25086	br:ko00001;br:ko02000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	musE; maltose transport system substrate-binding protein
Unknown_BF302-01R0003_01348	K01223	br:ko00001;br:ko01000	cazy:GT1	cog:COG2723	NA	NA	ec:3.2.1.86	go:0008706	NA	NA	path:ko00010;path:ko00500;path:map00010;path:map00500	NA	rc:RC00049;rc:RC00171;rc:RC00714	rn:R00839;rn:R05133;rn:R05134	NA	NA	E3.2.1.86B, bglA; 6-phospho-beta-glucosidase
Unknown_BF302-01R0003_01349	K02759	br:ko00001;br:ko01000;br:ko02000	NA	cog:COG1447	NA	NA	ec:2.7.1.196;ec:2.7.1.205	go:0008982;go:0090566	NA	NA	path:ko00500;path:ko02060;path:map00500;path:map02060	pmid:10913118	rc:RC00017;rc:RC03206	rn:R11170;rn:R11172	tc:4.A.3.2	NA	celC, chbA; cellobiose PTS system EIIA component
Unknown_BF302-01R0003_01350	K02761	br:ko00001;br:ko02000	NA	cog:COG1455	NA	NA	NA	go:0008982;go:0090566	NA	NA	path:ko00500;path:ko02060;path:map00500;path:map02060	pmid:10913119	rc:RC00017;rc:RC03206	rn:R11170;rn:R11172	tc:4.A.3.2	NA	celB, chbC; cellobiose PTS system EIIC component
Unknown_BF302-01R0003_01351	K02760	br:ko00001;br:ko01000;br:ko02000	NA	cog:COG1440	NA	NA	ec:2.7.1.196;ec:2.7.1.205	go:0008982;go:0090566	NA	NA	path:ko00500;path:ko02060;path:map00500;path:map02060	pmid:10913117	rc:RC00017;rc:RC03206	rn:R11170;rn:R11172	tc:4.A.3.2	NA	celA, chbB; cellobiose PTS system EIIB component
Unknown_BF302-01R0003_01357	K03497	br:ko00001;br:ko03000;br:ko03036;br:ko04812	NA	cog:COG1475	NA	NA	NA	NA	NA	NA	NA	pmid:8071208	NA	NA	NA	NA	parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein
Unknown_BF302-01R0003_01358	K03496	br:ko00001;br:ko03036;br:ko04812	NA	cog:COG1192	NA	NA	NA	NA	NA	NA	NA	pmid:8071208	NA	NA	NA	NA	parA, soj; chromosome partitioning protein
Unknown_BF302-01R0003_01361	K07777	br:ko00001;br:ko01000;br:ko01001;br:ko02022	NA	cog:COG4585	NA	NA	ec:2.7.13.3	go:0000155	NA	NA	path:ko02020;path:map02020	pmid:17850253	NA	NA	NA	NA	degS; two-component system, NarL family, sensor histidine kinase DegS
Unknown_BF302-01R0003_01363	K03501	br:ko00001;br:ko01000;br:ko03009;br:ko03036	NA	cog:COG0357	NA	NA	ec:2.1.1.170	go:0070043	NA	NA	NA	pmid:17238915	NA	NA	NA	NA	gidB, rsmG; 16S rRNA (guanine527-N7)-methyltransferase
Unknown_BF302-01R0003_01364	K03495	br:ko00001;br:ko03016;br:ko03036	NA	cog:COG0445	ds:H00891	NA	NA	NA	NA	NA	NA	pmid:11544186;pmid:12011058	rc:RC00053;rc:RC00209;rc:RC00870	rn:R08701	NA	NA	gidA, mnmG, MTO1; tRNA uridine 5-carboxymethylaminomethyl modification enzyme
Unknown_BF302-01R0003_01365	K03650	br:ko00001;br:ko01000;br:ko03016	NA	cog:COG0486	ds:H00891	NA	NA	NA	NA	NA	NA	pmid:12370316;pmid:16763562	rc:RC00053;rc:RC00209;rc:RC00870	rn:R08701	NA	NA	mnmE, trmE, MSS1; tRNA modification GTPase
Unknown_BF302-01R0003_01366	K06346	br:ko00001	NA	cog:COG1847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	jag; spoIIIJ-associated protein
Unknown_BF302-01R0003_01367	K03217	br:ko00001;br:ko02044;br:ko03029	NA	cog:COG0706	NA	NA	NA	NA	NA	NA	path:ko02024;path:ko03060;path:ko03070;path:map02024;path:map03060;path:map03070	pmid:15140892;pmid:17368028	NA	NA	tc:2.A.9	NA	yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase
Unknown_BF302-01R0003_01368	K03536	br:ko00001;br:ko01000;br:ko03016	NA	cog:COG0594	NA	NA	ec:3.1.26.5	go:0004526	NA	NA	NA	pmid:16650980	NA	NA	NA	NA	rnpA; ribonuclease P protein component
Unknown_BF302-01R0003_01369	K02914	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0230	NA	NA	NA	go:0005762;go:0022625	NA	NA	path:ko03010;path:map03010	pmid:12719542;pmid:6329723	NA	NA	NA	NA	RP-L34, MRPL34, rpmH; large subunit ribosomal protein L34
Unknown_BF302-01R0003_01370	K02313	br:ko00001;br:ko03032;br:ko03036	NA	cog:COG0593	NA	NA	NA	NA	NA	NA	path:ko02020;path:ko04112;path:map02020;path:map04112	pmid:10551881;pmid:16077105	NA	NA	NA	NA	dnaA; chromosomal replication initiator protein
Unknown_BF302-01R0003_01371	K02338	br:ko00001;br:ko01000;br:ko03032;br:ko03400	NA	cog:COG0592	NA	NA	ec:2.7.7.7	go:0003887	NA	NA	path:ko03030;path:ko03430;path:ko03440;path:map03030;path:map03430;path:map03440	pmid:15466025;pmid:2404006	NA	NA	NA	NA	dnaN; DNA polymerase III subunit beta
Unknown_BF302-01R0003_01372	K14761	br:ko00001;br:ko03009	NA	cog:COG2501	NA	NA	NA	NA	NA	NA	NA	pmid:12837795	NA	NA	NA	NA	ybcJ; ribosome-associated protein
Unknown_BF302-01R0003_01373	K03629	br:ko00001;br:ko03400	NA	cog:COG1195	NA	NA	NA	NA	NA	NA	path:ko03440;path:map03440	pmid:20090937	NA	NA	NA	NA	recF; DNA replication and repair protein RecF
Unknown_BF302-01R0003_01374	K02470	br:ko00001;br:ko01000;br:ko03032;br:ko03400	NA	cog:COG0187	NA	dr:D00183;dr:D00186;dr:D00210;dr:D00310;dr:D00453;dr:D00588;dr:D00589;dr:D00590;dr:D00872;dr:D00873;dr:D00874;dr:D01144;dr:D01147;dr:D01153;dr:D01209;dr:D01431;dr:D01531;dr:D01716;dr:D01996;dr:D02123;dr:D02216;dr:D02301;dr:D02303;dr:D02305;dr:D02306;dr:D02307;dr:D02317;dr:D02318;dr:D02333;dr:D02463;dr:D02469;dr:D02470;dr:D02471;dr:D02473;dr:D02474;dr:D02475;dr:D02539;dr:D02540;dr:D02541;dr:D03599;dr:D03646;dr:D03810;dr:D04485;dr:D05110;dr:D05382;dr:D05461;dr:D05605;dr:D05802;dr:D07562;dr:D07702;dr:D07774;dr:D07828;dr:D08011;dr:D08012;dr:D08120;dr:D08237;dr:D08287;dr:D08291;dr:D08299;dr:D08379;dr:D08496;dr:D08506;dr:D08654;dr:D08872;dr:D09330;dr:D09331;dr:D09544;dr:D09840;dr:D10435;dr:D10544;dr:D10575;dr:D10772;dr:D10822;dr:D11101;dr:D11618;dr:D11726;dr:D11933	ec:5.6.2.2	go:0003918	NA	NA	NA	pmid:17397985;pmid:9148951	NA	NA	NA	NA	gyrB; DNA gyrase subunit B
Unknown_BF302-01R0003_01375	K02469	br:ko00001;br:ko01000;br:ko03032;br:ko03400	NA	cog:COG0188	NA	dr:D00183;dr:D00186;dr:D00210;dr:D00310;dr:D00453;dr:D00588;dr:D00589;dr:D00590;dr:D00872;dr:D00873;dr:D00874;dr:D01144;dr:D01147;dr:D01153;dr:D01209;dr:D01431;dr:D01531;dr:D01716;dr:D01996;dr:D02123;dr:D02216;dr:D02301;dr:D02303;dr:D02305;dr:D02306;dr:D02307;dr:D02317;dr:D02318;dr:D02333;dr:D02463;dr:D02469;dr:D02470;dr:D02471;dr:D02473;dr:D02474;dr:D02475;dr:D02539;dr:D02540;dr:D02541;dr:D03599;dr:D03646;dr:D03810;dr:D04485;dr:D05110;dr:D05382;dr:D05461;dr:D05605;dr:D05802;dr:D07562;dr:D07702;dr:D07774;dr:D07828;dr:D08011;dr:D08012;dr:D08120;dr:D08237;dr:D08287;dr:D08291;dr:D08299;dr:D08379;dr:D08496;dr:D08506;dr:D08654;dr:D08872;dr:D09330;dr:D09331;dr:D09544;dr:D09840;dr:D10435;dr:D10544;dr:D10575;dr:D10772;dr:D10822;dr:D11101;dr:D11618;dr:D11726;dr:D11933	ec:5.6.2.2	go:0003918	NA	NA	NA	pmid:17397985;pmid:8878580	NA	NA	NA	NA	gyrA; DNA gyrase subunit A
Unknown_BF302-01R0003_01376	K01677	br:ko00001;br:ko01000	NA	cog:COG1951	NA	NA	ec:4.2.1.2	go:0004333	md:M00009;md:M00011;md:M00173;md:M00374;md:M00620	NA	path:ko00020;path:ko00620;path:ko00720;path:ko01100;path:ko01110;path:ko01120;path:ko01200;path:map00020;path:map00620;path:map00720;path:map01100;path:map01110;path:map01120;path:map01200	NA	rc:RC00443	rn:R01082	NA	NA	E4.2.1.2AA, fumA; fumarate hydratase subunit alpha
Unknown_BF302-01R0003_01377	K01678	br:ko00001;br:ko01000	NA	cog:COG1838	NA	NA	ec:4.2.1.2	go:0004333	md:M00009;md:M00011;md:M00173;md:M00374;md:M00620	NA	path:ko00020;path:ko00620;path:ko00720;path:ko01100;path:ko01110;path:ko01120;path:ko01200;path:map00020;path:map00620;path:map00720;path:map01100;path:map01110;path:map01120;path:map01200	NA	rc:RC00443	rn:R01082	NA	NA	E4.2.1.2AB, fumB; fumarate hydratase subunit beta
Unknown_BF302-01R0003_01391	K03436	br:ko00001;br:ko03000	NA	cog:COG1349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	fruR2, fruR; DeoR family transcriptional regulator, fructose operon transcriptional repressor
Unknown_BF302-01R0003_01392	K00882	br:ko00001;br:ko01000	NA	cog:COG1105	NA	NA	ec:2.7.1.56	go:0008662	NA	NA	path:ko00051;path:ko01100;path:ko02060;path:map00051;path:map01100;path:map02060	pmid:1981619;pmid:22493022	rc:RC00002;rc:RC00017	rn:R02071	NA	NA	fruK; 1-phosphofructokinase
Unknown_BF302-01R0003_01393	K02770	br:ko00001;br:ko01000;br:ko02000	NA	cog:COG1299;cog:COG1445	NA	NA	ec:2.7.1.202	go:0022877;go:0090582	NA	NA	path:ko00051;path:ko01100;path:ko01120;path:ko02060;path:map00051;path:map01100;path:map01120;path:map02060	pmid:8626640	rc:RC00017;rc:RC03206	rn:R03232	tc:4.A.2.1	NA	fruA; fructose PTS system EIIBC or EIIC component
Unknown_BF302-01R0003_01394	K04043	br:ko00001;br:ko03019;br:ko03029;br:ko03110;br:ko04147	NA	cog:COG0443	ds:H00982;ds:H02343	NA	NA	NA	NA	NA	path:ko03018;path:ko04212;path:ko05152;path:map03018;path:map04212;path:map05152	pmid:12032075;pmid:22076723;pmid:7684501	NA	NA	tc:1.A.33.1	NA	dnaK, HSPA9; molecular chaperone DnaK
Unknown_BF302-01R0003_01396	K02483---K18349	br:ko00001;br:ko02022---br:ko00001;br:ko01504;br:ko02022	NA---NA	cog:COG0745---cog:COG0745	NA---NA	NA---NA	NA---NA	go:0000156---go:0000156	NA---md:M00652	NA---NA	NA---path:ko01502;path:ko02020;path:map01502;path:map02020	NA---pmid:18792691	NA---NA	NA---NA	NA---NA	NA---NA	K02483; two-component system, OmpR family, response regulator---vanRC, vanRE, vanRG; two-component system, OmpR family, response regulator VanR
Unknown_BF302-01R0003_01398	K01681	br:br01601;br:ko00001;br:ko01000	NA	cog:COG0065;cog:COG1048	ds:H01020;ds:H02113	NA	ec:4.2.1.3	go:0003994	md:M00009;md:M00010;md:M00012;md:M00173;md:M00740	NA	path:ko00020;path:ko00630;path:ko00720;path:ko01100;path:ko01110;path:ko01120;path:ko01200;path:ko01210;path:ko01230;path:map00020;path:map00630;path:map00720;path:map01100;path:map01110;path:map01120;path:map01200;path:map01210;path:map01230	pmid:12486059;pmid:1956798	rc:RC00497;rc:RC00498;rc:RC00618	rn:R01324;rn:R01325;rn:R01900	NA	NA	ACO, acnA; aconitate hydratase
Unknown_BF302-01R0003_01401	K00700	br:ko00001;br:ko01000;br:ko04147	cazy:CBM48;cazy:GH13	cog:COG0296	ds:H00069;ds:H01760;ds:H01762;ds:H01942	NA	ec:2.4.1.18	go:0003844	md:M00565;md:M00854	NA	path:ko00500;path:ko01100;path:ko01110;path:map00500;path:map01100;path:map01110	pmid:3013861;pmid:8463281	NA	rn:R02110	NA	NA	GBE1, glgB; 1,4-alpha-glucan branching enzyme
